Serial Number,Tail Number,Facility,Model Number,Block Number,Software Version,Knobs Mapping Key,Min Camera Temp C,Max Camera Temp C
1786501092,N647AM,SEA109,MK30,30,DroneIronBirdHILSim-AdnCX3-block20-rl2at6364601745-MK30BL20-DevRel-8.2.B-signed-commercial,I-1,0,40
